"id_cheptel","id_commune","id_volume","ra_3010_dim2_mod","ra_3010_dim3_mod","n118_mod","n027_mod","valeur","volume"
47,12,2,12,1,0.11,40,26,819
48,12,2,12,1,0.12,40,73,819
49,12,2,1,1,0,40,979,819
50,12,2,1,1,0.11,40,294,819
1,13,2,1,1,0,40,742,819
2,13,2,1,1,0.11,40,376,819
3,13,2,1,1,0.12,40,366,819
4,13,2,2,1,0,40,475,819
5,13,2,2,1,0.11,40,241,819
6,13,2,2,1,0.12,40,234,819
7,13,2,4,1,0,40,475,819
8,13,2,4,1,0.11,40,241,819
9,13,2,4,1,0.12,40,234,819
10,13,2,5,1,0,40,42,819
11,13,2,5,1,0.11,40,32,819
12,13,2,5,1,0.12,40,10,819
13,13,2,6,1,0,40,225,819
14,13,2,6,1,0.11,40,103,819
15,13,2,6,1,0.12,40,122,819
16,13,2,7,1,0,40,78,819
17,13,2,7,1,0.11,40,56,819
18,13,2,7,1,0.12,40,22,819
19,13,2,8,1,0,40,400,819
20,13,2,10,1,0,40,2325,819
21,13,2,10,1,0.11,40,857,819
22,13,2,10,1,0.12,40,1468,819
23,13,2,11,1,0,40,2039,819
24,13,2,11,1,0.11,40,738,819
25,13,2,11,1,0.12,40,1301,819
26,13,2,1,1,0,40,609,819
27,13,2,1,1,0.11,40,285,819
28,13,2,1,1,0.12,40,324,819
29,13,2,2,1,0,40,403,819
30,13,2,2,1,0.11,40,200,819
31,13,2,2,1,0.12,40,203,819
32,13,2,4,1,0,40,403,819
33,13,2,4,1,0.11,40,200,819
34,13,2,4,1,0.12,40,203,819
35,13,2,5,1,0,40,31,819
36,13,2,5,1,0.11,40,17,819
37,13,2,5,1,0.12,40,14,819
38,13,2,6,1,0,40,175,819
39,13,2,6,1,0.11,40,68,819
40,13,2,6,1,0.12,40,107,819
41,13,2,7,1,0,40,31,819
42,13,2,7,1,0.11,40,17,819
43,13,2,7,1,0.12,40,14,819
44,13,2,10,1,0.11,40,733,819
45,13,2,11,1,0,40,1125,819
46,13,2,12,1,0,40,99,819
47,13,2,12,1,0.11,40,26,819
48,13,2,12,1,0.12,40,73,819
49,13,2,1,1,0,40,979,819
50,13,2,1,1,0.11,40,294,819
1,14,2,1,1,0,40,742,819
2,14,2,1,1,0.11,40,376,819
3,14,2,1,1,0.12,40,366,819
4,14,2,2,1,0,40,475,819
5,14,2,2,1,0.11,40,241,819
6,14,2,2,1,0.12,40,234,819
7,14,2,4,1,0,40,475,819
8,14,2,4,1,0.11,40,241,819
9,14,2,4,1,0.12,40,234,819
10,14,2,5,1,0,40,42,819
11,14,2,5,1,0.11,40,32,819
12,14,2,5,1,0.12,40,10,819
13,14,2,6,1,0,40,225,819
14,14,2,6,1,0.11,40,103,819
15,14,2,6,1,0.12,40,122,819
16,14,2,7,1,0,40,78,819
17,14,2,7,1,0.11,40,56,819
18,14,2,7,1,0.12,40,22,819
19,14,2,8,1,0,40,400,819
20,14,2,10,1,0,40,2325,819
21,14,2,10,1,0.11,40,857,819
22,14,2,10,1,0.12,40,1468,819
23,14,2,11,1,0,40,2039,819
24,14,2,11,1,0.11,40,738,819
25,14,2,11,1,0.12,40,1301,819
26,14,2,1,1,0,40,609,819
27,14,2,1,1,0.11,40,285,819
28,14,2,1,1,0.12,40,324,819
29,14,2,2,1,0,40,403,819
30,14,2,2,1,0.11,40,200,819
31,14,2,2,1,0.12,40,203,819
32,14,2,4,1,0,40,403,819
33,14,2,4,1,0.11,40,200,819
34,14,2,4,1,0.12,40,203,819
35,14,2,5,1,0,40,31,819
36,14,2,5,1,0.11,40,17,819
37,14,2,5,1,0.12,40,14,819
38,14,2,6,1,0,40,175,819
39,14,2,6,1,0.11,40,68,819
40,14,2,6,1,0.12,40,107,819
41,14,2,7,1,0,40,31,819
42,14,2,7,1,0.11,40,17,819
43,14,2,7,1,0.12,40,14,819
44,14,2,10,1,0.11,40,733,819
45,14,2,11,1,0,40,1125,819
46,14,2,12,1,0,40,99,819
47,14,2,12,1,0.11,40,26,819
48,14,2,12,1,0.12,40,73,819
49,14,2,1,1,0,40,979,819
50,14,2,1,1,0.11,40,294,819
1,15,2,1,1,0,40,742,819
2,15,2,1,1,0.11,40,376,819
3,15,2,1,1,0.12,40,366,819
4,15,2,2,1,0,40,475,819
5,15,2,2,1,0.11,40,241,819
6,15,2,2,1,0.12,40,234,819
7,15,2,4,1,0,40,475,819
8,15,2,4,1,0.11,40,241,819
9,15,2,4,1,0.12,40,234,819
10,15,2,5,1,0,40,42,819
11,15,2,5,1,0.11,40,32,819
12,15,2,5,1,0.12,40,10,819
13,15,2,6,1,0,40,225,819
14,15,2,6,1,0.11,40,103,819
15,15,2,6,1,0.12,40,122,819
16,15,2,7,1,0,40,78,819
17,15,2,7,1,0.11,40,56,819
18,15,2,7,1,0.12,40,22,819
19,15,2,8,1,0,40,400,819
20,15,2,10,1,0,40,2325,819
21,15,2,10,1,0.11,40,857,819
22,15,2,10,1,0.12,40,1468,819
23,15,2,11,1,0,40,2039,819
24,15,2,11,1,0.11,40,738,819
25,15,2,11,1,0.12,40,1301,819
26,15,2,1,1,0,40,609,819
27,15,2,1,1,0.11,40,285,819
28,15,2,1,1,0.12,40,324,819
29,15,2,2,1,0,40,403,819
30,15,2,2,1,0.11,40,200,819
31,15,2,2,1,0.12,40,203,819
32,15,2,4,1,0,40,403,819
33,15,2,4,1,0.11,40,200,819
34,15,2,4,1,0.12,40,203,819
35,15,2,5,1,0,40,31,819
36,15,2,5,1,0.11,40,17,819
37,15,2,5,1,0.12,40,14,819
38,15,2,6,1,0,40,175,819
39,15,2,6,1,0.11,40,68,819
40,15,2,6,1,0.12,40,107,819
41,15,2,7,1,0,40,31,819
42,15,2,7,1,0.11,40,17,819
43,15,2,7,1,0.12,40,14,819
44,15,2,10,1,0.11,40,733,819
45,15,2,11,1,0,40,1125,819
46,15,2,12,1,0,40,99,819
47,15,2,12,1,0.11,40,26,819
48,15,2,12,1,0.12,40,73,819
49,15,2,1,1,0,40,979,819
50,15,2,1,1,0.11,40,294,819
1,16,2,1,1,0,40,742,819
2,16,2,1,1,0.11,40,376,819
3,16,2,1,1,0.12,40,366,819
4,16,2,2,1,0,40,475,819
5,16,2,2,1,0.11,40,241,819
6,16,2,2,1,0.12,40,234,819
7,16,2,4,1,0,40,475,819
8,16,2,4,1,0.11,40,241,819
9,16,2,4,1,0.12,40,234,819
10,16,2,5,1,0,40,42,819
11,16,2,5,1,0.11,40,32,819
12,16,2,5,1,0.12,40,10,819
13,16,2,6,1,0,40,225,819
14,16,2,6,1,0.11,40,103,819
15,16,2,6,1,0.12,40,122,819
16,16,2,7,1,0,40,78,819
17,16,2,7,1,0.11,40,56,819
18,16,2,7,1,0.12,40,22,819
19,16,2,8,1,0,40,400,819
20,16,2,10,1,0,40,2325,819
21,16,2,10,1,0.11,40,857,819
22,16,2,10,1,0.12,40,1468,819
23,16,2,11,1,0,40,2039,819
24,16,2,11,1,0.11,40,738,819
25,16,2,11,1,0.12,40,1301,819
26,16,2,1,1,0,40,609,819
27,16,2,1,1,0.11,40,285,819
28,16,2,1,1,0.12,40,324,819
29,16,2,2,1,0,40,403,819
30,16,2,2,1,0.11,40,200,819
31,16,2,2,1,0.12,40,203,819
32,16,2,4,1,0,40,403,819
33,16,2,4,1,0.11,40,200,819
34,16,2,4,1,0.12,40,203,819
35,16,2,5,1,0,40,31,819
36,16,2,5,1,0.11,40,17,819
37,16,2,5,1,0.12,40,14,819
38,16,2,6,1,0,40,175,819
39,16,2,6,1,0.11,40,68,819
40,16,2,6,1,0.12,40,107,819
41,16,2,7,1,0,40,31,819
42,16,2,7,1,0.11,40,17,819
43,16,2,7,1,0.12,40,14,819
44,16,2,10,1,0.11,40,733,819
45,16,2,11,1,0,40,1125,819
46,16,2,12,1,0,40,99,819
47,16,2,12,1,0.11,40,26,819
48,16,2,12,1,0.12,40,73,819
49,16,2,1,1,0,40,979,819
50,16,2,1,1,0.11,40,294,819
1,17,2,1,1,0,40,742,819
2,17,2,1,1,0.11,40,376,819
3,17,2,1,1,0.12,40,366,819
4,17,2,2,1,0,40,475,819
5,17,2,2,1,0.11,40,241,819
6,17,2,2,1,0.12,40,234,819
7,17,2,4,1,0,40,475,819
8,17,2,4,1,0.11,40,241,819
9,17,2,4,1,0.12,40,234,819
10,17,2,5,1,0,40,42,819
11,17,2,5,1,0.11,40,32,819
12,17,2,5,1,0.12,40,10,819
13,17,2,6,1,0,40,225,819
14,17,2,6,1,0.11,40,103,819
15,17,2,6,1,0.12,40,122,819
16,17,2,7,1,0,40,78,819
17,17,2,7,1,0.11,40,56,819
18,17,2,7,1,0.12,40,22,819
19,17,2,8,1,0,40,400,819
20,17,2,10,1,0,40,2325,819
21,17,2,10,1,0.11,40,857,819
22,17,2,10,1,0.12,40,1468,819
23,17,2,11,1,0,40,2039,819
24,17,2,11,1,0.11,40,738,819
25,17,2,11,1,0.12,40,1301,819
26,17,2,1,1,0,40,609,819
27,17,2,1,1,0.11,40,285,819
28,17,2,1,1,0.12,40,324,819
29,17,2,2,1,0,40,403,819
30,17,2,2,1,0.11,40,200,819
31,17,2,2,1,0.12,40,203,819
32,17,2,4,1,0,40,403,819
33,17,2,4,1,0.11,40,200,819
34,17,2,4,1,0.12,40,203,819
35,17,2,5,1,0,40,31,819
36,17,2,5,1,0.11,40,17,819
37,17,2,5,1,0.12,40,14,819
38,17,2,6,1,0,40,175,819
39,17,2,6,1,0.11,40,68,819
40,17,2,6,1,0.12,40,107,819
41,17,2,7,1,0,40,31,819
42,17,2,7,1,0.11,40,17,819
43,17,2,7,1,0.12,40,14,819
44,17,2,10,1,0.11,40,733,819
45,17,2,11,1,0,40,1125,819
46,17,2,12,1,0,40,99,819
47,17,2,12,1,0.11,40,26,819
48,17,2,12,1,0.12,40,73,819
49,17,2,1,1,0,40,979,819
50,17,2,1,1,0.11,40,294,819
1,18,2,1,1,0,40,742,819
2,18,2,1,1,0.11,40,376,819
3,18,2,1,1,0.12,40,366,819
4,18,2,2,1,0,40,475,819
5,18,2,2,1,0.11,40,241,819
6,18,2,2,1,0.12,40,234,819
7,18,2,4,1,0,40,475,819
8,18,2,4,1,0.11,40,241,819
9,18,2,4,1,0.12,40,234,819
10,18,2,5,1,0,40,42,819
11,18,2,5,1,0.11,40,32,819
12,18,2,5,1,0.12,40,10,819
13,18,2,6,1,0,40,225,819
14,18,2,6,1,0.11,40,103,819
15,18,2,6,1,0.12,40,122,819
16,18,2,7,1,0,40,78,819
17,18,2,7,1,0.11,40,56,819
18,18,2,7,1,0.12,40,22,819
19,18,2,8,1,0,40,400,819
20,18,2,10,1,0,40,2325,819
21,18,2,10,1,0.11,40,857,819
22,18,2,10,1,0.12,40,1468,819
23,18,2,11,1,0,40,2039,819
24,18,2,11,1,0.11,40,738,819
25,18,2,11,1,0.12,40,1301,819
26,18,2,1,1,0,40,609,819
27,18,2,1,1,0.11,40,285,819
28,18,2,1,1,0.12,40,324,819
29,18,2,2,1,0,40,403,819
30,18,2,2,1,0.11,40,200,819
31,18,2,2,1,0.12,40,203,819
32,18,2,4,1,0,40,403,819
33,18,2,4,1,0.11,40,200,819
34,18,2,4,1,0.12,40,203,819
35,18,2,5,1,0,40,31,819
36,18,2,5,1,0.11,40,17,819
37,18,2,5,1,0.12,40,14,819
38,18,2,6,1,0,40,175,819
39,18,2,6,1,0.11,40,68,819
40,18,2,6,1,0.12,40,107,819
41,18,2,7,1,0,40,31,819
42,18,2,7,1,0.11,40,17,819
43,18,2,7,1,0.12,40,14,819
44,18,2,10,1,0.11,40,733,819
45,18,2,11,1,0,40,1125,819
46,18,2,12,1,0,40,99,819
47,18,2,12,1,0.11,40,26,819
48,18,2,12,1,0.12,40,73,819
49,18,2,1,1,0,40,979,819
50,18,2,1,1,0.11,40,294,819
1,19,2,1,1,0,40,742,819
2,19,2,1,1,0.11,40,376,819
3,19,2,1,1,0.12,40,366,819
4,19,2,2,1,0,40,475,819
5,19,2,2,1,0.11,40,241,819
6,19,2,2,1,0.12,40,234,819
7,19,2,4,1,0,40,475,819
8,19,2,4,1,0.11,40,241,819
9,19,2,4,1,0.12,40,234,819
10,19,2,5,1,0,40,42,819
11,19,2,5,1,0.11,40,32,819
12,19,2,5,1,0.12,40,10,819
13,19,2,6,1,0,40,225,819
14,19,2,6,1,0.11,40,103,819
15,19,2,6,1,0.12,40,122,819
16,19,2,7,1,0,40,78,819
17,19,2,7,1,0.11,40,56,819
18,19,2,7,1,0.12,40,22,819
19,19,2,8,1,0,40,400,819
20,19,2,10,1,0,40,2325,819
21,19,2,10,1,0.11,40,857,819
22,19,2,10,1,0.12,40,1468,819
23,19,2,11,1,0,40,2039,819
24,19,2,11,1,0.11,40,738,819
25,19,2,11,1,0.12,40,1301,819
26,19,2,1,1,0,40,609,819
27,19,2,1,1,0.11,40,285,819
28,19,2,1,1,0.12,40,324,819
29,19,2,2,1,0,40,403,819
30,19,2,2,1,0.11,40,200,819
31,19,2,2,1,0.12,40,203,819
32,19,2,4,1,0,40,403,819
33,19,2,4,1,0.11,40,200,819
34,19,2,4,1,0.12,40,203,819
35,19,2,5,1,0,40,31,819
36,19,2,5,1,0.11,40,17,819
37,19,2,5,1,0.12,40,14,819
38,19,2,6,1,0,40,175,819
39,19,2,6,1,0.11,40,68,819
40,19,2,6,1,0.12,40,107,819
41,19,2,7,1,0,40,31,819
42,19,2,7,1,0.11,40,17,819
43,19,2,7,1,0.12,40,14,819
44,19,2,10,1,0.11,40,733,819
45,19,2,11,1,0,40,1125,819
46,19,2,12,1,0,40,99,819
47,19,2,12,1,0.11,40,26,819
48,19,2,12,1,0.12,40,73,819
49,19,2,1,1,0,40,979,819
50,19,2,1,1,0.11,40,294,819
1,20,2,1,1,0,40,742,819
2,20,2,1,1,0.11,40,376,819
3,20,2,1,1,0.12,40,366,819
4,20,2,2,1,0,40,475,819
5,20,2,2,1,0.11,40,241,819
6,20,2,2,1,0.12,40,234,819
7,20,2,4,1,0,40,475,819
8,20,2,4,1,0.11,40,241,819
9,20,2,4,1,0.12,40,234,819
10,20,2,5,1,0,40,42,819
11,20,2,5,1,0.11,40,32,819
12,20,2,5,1,0.12,40,10,819
13,20,2,6,1,0,40,225,819
14,20,2,6,1,0.11,40,103,819
15,20,2,6,1,0.12,40,122,819
16,20,2,7,1,0,40,78,819
17,20,2,7,1,0.11,40,56,819
18,20,2,7,1,0.12,40,22,819
19,20,2,8,1,0,40,400,819
20,20,2,10,1,0,40,2325,819
21,20,2,10,1,0.11,40,857,819
22,20,2,10,1,0.12,40,1468,819
23,20,2,11,1,0,40,2039,819
24,20,2,11,1,0.11,40,738,819
25,20,2,11,1,0.12,40,1301,819
26,20,2,1,1,0,40,609,819
27,20,2,1,1,0.11,40,285,819
28,20,2,1,1,0.12,40,324,819
29,20,2,2,1,0,40,403,819
30,20,2,2,1,0.11,40,200,819
31,20,2,2,1,0.12,40,203,819
32,20,2,4,1,0,40,403,819
33,20,2,4,1,0.11,40,200,819
34,20,2,4,1,0.12,40,203,819
35,20,2,5,1,0,40,31,819
36,20,2,5,1,0.11,40,17,819
37,20,2,5,1,0.12,40,14,819
38,20,2,6,1,0,40,175,819
39,20,2,6,1,0.11,40,68,819
40,20,2,6,1,0.12,40,107,819
41,20,2,7,1,0,40,31,819
42,20,2,7,1,0.11,40,17,819
43,20,2,7,1,0.12,40,14,819
44,20,2,10,1,0.11,40,733,819
45,20,2,11,1,0,40,1125,819
46,20,2,12,1,0,40,99,819
47,20,2,12,1,0.11,40,26,819
48,20,2,12,1,0.12,40,73,819
49,20,2,1,1,0,40,979,819
50,20,2,1,1,0.11,40,294,819
1,21,2,1,1,0,40,742,819
2,21,2,1,1,0.11,40,376,819
3,21,2,1,1,0.12,40,366,819
4,21,2,2,1,0,40,475,819
5,21,2,2,1,0.11,40,241,819
6,21,2,2,1,0.12,40,234,819
7,21,2,4,1,0,40,475,819
8,21,2,4,1,0.11,40,241,819
9,21,2,4,1,0.12,40,234,819
10,21,2,5,1,0,40,42,819
11,21,2,5,1,0.11,40,32,819
12,21,2,5,1,0.12,40,10,819
13,21,2,6,1,0,40,225,819
14,21,2,6,1,0.11,40,103,819
15,21,2,6,1,0.12,40,122,819
16,21,2,7,1,0,40,78,819
17,21,2,7,1,0.11,40,56,819
18,21,2,7,1,0.12,40,22,819
19,21,2,8,1,0,40,400,819
20,21,2,10,1,0,40,2325,819
21,21,2,10,1,0.11,40,857,819
22,21,2,10,1,0.12,40,1468,819
23,21,2,11,1,0,40,2039,819
24,21,2,11,1,0.11,40,738,819
25,21,2,11,1,0.12,40,1301,819
26,21,2,1,1,0,40,609,819
27,21,2,1,1,0.11,40,285,819
28,21,2,1,1,0.12,40,324,819
29,21,2,2,1,0,40,403,819
30,21,2,2,1,0.11,40,200,819
31,21,2,2,1,0.12,40,203,819
32,21,2,4,1,0,40,403,819
33,21,2,4,1,0.11,40,200,819
34,21,2,4,1,0.12,40,203,819
35,21,2,5,1,0,40,31,819
36,21,2,5,1,0.11,40,17,819
37,21,2,5,1,0.12,40,14,819
38,21,2,6,1,0,40,175,819
39,21,2,6,1,0.11,40,68,819
40,21,2,6,1,0.12,40,107,819
41,21,2,7,1,0,40,31,819
42,21,2,7,1,0.11,40,17,819
43,21,2,7,1,0.12,40,14,819
44,21,2,10,1,0.11,40,733,819
45,21,2,11,1,0,40,1125,819
46,21,2,12,1,0,40,99,819
47,21,2,12,1,0.11,40,26,819
48,21,2,12,1,0.12,40,73,819
49,21,2,1,1,0,40,979,819
50,21,2,1,1,0.11,40,294,819
1,22,2,1,1,0,40,742,819
2,22,2,1,1,0.11,40,376,819
3,22,2,1,1,0.12,40,366,819
4,22,2,2,1,0,40,475,819
5,22,2,2,1,0.11,40,241,819
6,22,2,2,1,0.12,40,234,819
7,22,2,4,1,0,40,475,819
8,22,2,4,1,0.11,40,241,819
9,22,2,4,1,0.12,40,234,819
10,22,2,5,1,0,40,42,819
11,22,2,5,1,0.11,40,32,819
12,22,2,5,1,0.12,40,10,819
13,22,2,6,1,0,40,225,819
14,22,2,6,1,0.11,40,103,819
15,22,2,6,1,0.12,40,122,819
16,22,2,7,1,0,40,78,819
17,22,2,7,1,0.11,40,56,819
18,22,2,7,1,0.12,40,22,819
19,22,2,8,1,0,40,400,819
20,22,2,10,1,0,40,2325,819
21,22,2,10,1,0.11,40,857,819
22,22,2,10,1,0.12,40,1468,819
23,22,2,11,1,0,40,2039,819
24,22,2,11,1,0.11,40,738,819
25,22,2,11,1,0.12,40,1301,819
26,22,2,1,1,0,40,609,819
27,22,2,1,1,0.11,40,285,819
28,22,2,1,1,0.12,40,324,819
29,22,2,2,1,0,40,403,819
30,22,2,2,1,0.11,40,200,819
31,22,2,2,1,0.12,40,203,819
32,22,2,4,1,0,40,403,819
33,22,2,4,1,0.11,40,200,819
34,22,2,4,1,0.12,40,203,819
35,22,2,5,1,0,40,31,819
36,22,2,5,1,0.11,40,17,819
37,22,2,5,1,0.12,40,14,819
38,22,2,6,1,0,40,175,819
39,22,2,6,1,0.11,40,68,819
40,22,2,6,1,0.12,40,107,819
41,22,2,7,1,0,40,31,819
42,22,2,7,1,0.11,40,17,819
43,22,2,7,1,0.12,40,14,819
44,22,2,10,1,0.11,40,733,819
45,22,2,11,1,0,40,1125,819
46,22,2,12,1,0,40,99,819
47,22,2,12,1,0.11,40,26,819
48,22,2,12,1,0.12,40,73,819
49,22,2,1,1,0,40,979,819
50,22,2,1,1,0.11,40,294,819
1,23,2,1,1,0,40,742,819
2,23,2,1,1,0.11,40,376,819
3,23,2,1,1,0.12,40,366,819
4,23,2,2,1,0,40,475,819
5,23,2,2,1,0.11,40,241,819
6,23,2,2,1,0.12,40,234,819
7,23,2,4,1,0,40,475,819
8,23,2,4,1,0.11,40,241,819
9,23,2,4,1,0.12,40,234,819
10,23,2,5,1,0,40,42,819
11,23,2,5,1,0.11,40,32,819
12,23,2,5,1,0.12,40,10,819
13,23,2,6,1,0,40,225,819
14,23,2,6,1,0.11,40,103,819
15,23,2,6,1,0.12,40,122,819
16,23,2,7,1,0,40,78,819
17,23,2,7,1,0.11,40,56,819
18,23,2,7,1,0.12,40,22,819
19,23,2,8,1,0,40,400,819
20,23,2,10,1,0,40,2325,819
21,23,2,10,1,0.11,40,857,819
22,23,2,10,1,0.12,40,1468,819
23,23,2,11,1,0,40,2039,819
24,23,2,11,1,0.11,40,738,819
25,23,2,11,1,0.12,40,1301,819
26,23,2,1,1,0,40,609,819
27,23,2,1,1,0.11,40,285,819
28,23,2,1,1,0.12,40,324,819
29,23,2,2,1,0,40,403,819
30,23,2,2,1,0.11,40,200,819
31,23,2,2,1,0.12,40,203,819
32,23,2,4,1,0,40,403,819
33,23,2,4,1,0.11,40,200,819
34,23,2,4,1,0.12,40,203,819
35,23,2,5,1,0,40,31,819
36,23,2,5,1,0.11,40,17,819
37,23,2,5,1,0.12,40,14,819
38,23,2,6,1,0,40,175,819
39,23,2,6,1,0.11,40,68,819
40,23,2,6,1,0.12,40,107,819
41,23,2,7,1,0,40,31,819
42,23,2,7,1,0.11,40,17,819
43,23,2,7,1,0.12,40,14,819
44,23,2,10,1,0.11,40,733,819
45,23,2,11,1,0,40,1125,819
46,23,2,12,1,0,40,99,819
47,23,2,12,1,0.11,40,26,819
48,23,2,12,1,0.12,40,73,819
49,23,2,1,1,0,40,979,819
50,23,2,1,1,0.11,40,294,819
1,24,2,1,1,0,40,742,819
2,24,2,1,1,0.11,40,376,819
3,24,2,1,1,0.12,40,366,819
4,24,2,2,1,0,40,475,819
5,24,2,2,1,0.11,40,241,819
6,24,2,2,1,0.12,40,234,819
7,24,2,4,1,0,40,475,819
8,24,2,4,1,0.11,40,241,819
9,24,2,4,1,0.12,40,234,819
10,24,2,5,1,0,40,42,819
11,24,2,5,1,0.11,40,32,819
12,24,2,5,1,0.12,40,10,819
13,24,2,6,1,0,40,225,819
14,24,2,6,1,0.11,40,103,819
15,24,2,6,1,0.12,40,122,819
16,24,2,7,1,0,40,78,819
17,24,2,7,1,0.11,40,56,819
18,24,2,7,1,0.12,40,22,819
19,24,2,8,1,0,40,400,819
20,24,2,10,1,0,40,2325,819
21,24,2,10,1,0.11,40,857,819
22,24,2,10,1,0.12,40,1468,819
23,24,2,11,1,0,40,2039,819
24,24,2,11,1,0.11,40,738,819
25,24,2,11,1,0.12,40,1301,819
26,24,2,1,1,0,40,609,819
27,24,2,1,1,0.11,40,285,819
28,24,2,1,1,0.12,40,324,819
29,24,2,2,1,0,40,403,819
30,24,2,2,1,0.11,40,200,819
31,24,2,2,1,0.12,40,203,819
32,24,2,4,1,0,40,403,819
33,24,2,4,1,0.11,40,200,819
34,24,2,4,1,0.12,40,203,819
35,24,2,5,1,0,40,31,819
36,24,2,5,1,0.11,40,17,819
37,24,2,5,1,0.12,40,14,819
38,24,2,6,1,0,40,175,819
39,24,2,6,1,0.11,40,68,819
40,24,2,6,1,0.12,40,107,819
41,24,2,7,1,0,40,31,819
42,24,2,7,1,0.11,40,17,819
43,24,2,7,1,0.12,40,14,819
44,24,2,10,1,0.11,40,733,819
45,24,2,11,1,0,40,1125,819
46,24,2,12,1,0,40,99,819
47,24,2,12,1,0.11,40,26,819
48,24,2,12,1,0.12,40,73,819
49,24,2,1,1,0,40,979,819
50,24,2,1,1,0.11,40,294,819
1,25,2,1,1,0,40,742,819
2,25,2,1,1,0.11,40,376,819
3,25,2,1,1,0.12,40,366,819
4,25,2,2,1,0,40,475,819
5,25,2,2,1,0.11,40,241,819
6,25,2,2,1,0.12,40,234,819
7,25,2,4,1,0,40,475,819
8,25,2,4,1,0.11,40,241,819
9,25,2,4,1,0.12,40,234,819
10,25,2,5,1,0,40,42,819
11,25,2,5,1,0.11,40,32,819
12,25,2,5,1,0.12,40,10,819
13,25,2,6,1,0,40,225,819
14,25,2,6,1,0.11,40,103,819
15,25,2,6,1,0.12,40,122,819
16,25,2,7,1,0,40,78,819
17,25,2,7,1,0.11,40,56,819
18,25,2,7,1,0.12,40,22,819
19,25,2,8,1,0,40,400,819
20,25,2,10,1,0,40,2325,819
21,25,2,10,1,0.11,40,857,819
22,25,2,10,1,0.12,40,1468,819
23,25,2,11,1,0,40,2039,819
24,25,2,11,1,0.11,40,738,819
25,25,2,11,1,0.12,40,1301,819
26,25,2,1,1,0,40,609,819
27,25,2,1,1,0.11,40,285,819
28,25,2,1,1,0.12,40,324,819
29,25,2,2,1,0,40,403,819
30,25,2,2,1,0.11,40,200,819
31,25,2,2,1,0.12,40,203,819
32,25,2,4,1,0,40,403,819
33,25,2,4,1,0.11,40,200,819
34,25,2,4,1,0.12,40,203,819
35,25,2,5,1,0,40,31,819
36,25,2,5,1,0.11,40,17,819
37,25,2,5,1,0.12,40,14,819
38,25,2,6,1,0,40,175,819
39,25,2,6,1,0.11,40,68,819
40,25,2,6,1,0.12,40,107,819
41,25,2,7,1,0,40,31,819
42,25,2,7,1,0.11,40,17,819
43,25,2,7,1,0.12,40,14,819
44,25,2,10,1,0.11,40,733,819
45,25,2,11,1,0,40,1125,819
46,25,2,12,1,0,40,99,819
47,25,2,12,1,0.11,40,26,819
48,25,2,12,1,0.12,40,73,819
49,25,2,1,1,0,40,979,819
50,25,2,1,1,0.11,40,294,819
1,26,2,1,1,0,40,742,819
2,26,2,1,1,0.11,40,376,819
3,26,2,1,1,0.12,40,366,819
4,26,2,2,1,0,40,475,819
5,26,2,2,1,0.11,40,241,819
6,26,2,2,1,0.12,40,234,819
7,26,2,4,1,0,40,475,819
8,26,2,4,1,0.11,40,241,819
9,26,2,4,1,0.12,40,234,819
10,26,2,5,1,0,40,42,819
11,26,2,5,1,0.11,40,32,819
12,26,2,5,1,0.12,40,10,819
13,26,2,6,1,0,40,225,819
14,26,2,6,1,0.11,40,103,819
15,26,2,6,1,0.12,40,122,819
16,26,2,7,1,0,40,78,819
17,26,2,7,1,0.11,40,56,819
18,26,2,7,1,0.12,40,22,819
19,26,2,8,1,0,40,400,819
20,26,2,10,1,0,40,2325,819
21,26,2,10,1,0.11,40,857,819
22,26,2,10,1,0.12,40,1468,819
23,26,2,11,1,0,40,2039,819
24,26,2,11,1,0.11,40,738,819
25,26,2,11,1,0.12,40,1301,819
26,26,2,1,1,0,40,609,819
27,26,2,1,1,0.11,40,285,819
28,26,2,1,1,0.12,40,324,819
29,26,2,2,1,0,40,403,819
30,26,2,2,1,0.11,40,200,819
31,26,2,2,1,0.12,40,203,819
32,26,2,4,1,0,40,403,819
33,26,2,4,1,0.11,40,200,819
34,26,2,4,1,0.12,40,203,819
35,26,2,5,1,0,40,31,819
36,26,2,5,1,0.11,40,17,819
37,26,2,5,1,0.12,40,14,819
38,26,2,6,1,0,40,175,819
39,26,2,6,1,0.11,40,68,819
40,26,2,6,1,0.12,40,107,819
41,26,2,7,1,0,40,31,819
42,26,2,7,1,0.11,40,17,819
43,26,2,7,1,0.12,40,14,819
44,26,2,10,1,0.11,40,733,819
45,26,2,11,1,0,40,1125,819
46,26,2,12,1,0,40,99,819
47,26,2,12,1,0.11,40,26,819
48,26,2,12,1,0.12,40,73,819
49,26,2,1,1,0,40,979,819
50,26,2,1,1,0.11,40,294,819
1,27,2,1,1,0,40,742,819
2,27,2,1,1,0.11,40,376,819
3,27,2,1,1,0.12,40,366,819
4,27,2,2,1,0,40,475,819
5,27,2,2,1,0.11,40,241,819
6,27,2,2,1,0.12,40,234,819
7,27,2,4,1,0,40,475,819
8,27,2,4,1,0.11,40,241,819
9,27,2,4,1,0.12,40,234,819
10,27,2,5,1,0,40,42,819
11,27,2,5,1,0.11,40,32,819
12,27,2,5,1,0.12,40,10,819
13,27,2,6,1,0,40,225,819
14,27,2,6,1,0.11,40,103,819
15,27,2,6,1,0.12,40,122,819
