"id_cheptel","id_commune","id_volume","ra_3010_dim2_mod","ra_3010_dim3_mod","n118_mod","n027_mod","valeur","volume"
12,45,32,5,1,0.12,40,10,73877
13,45,32,6,1,0,40,225,73877
14,45,32,6,1,0.11,40,103,73877
15,45,32,6,1,0.12,40,122,73877
16,45,32,7,1,0,40,78,73877
17,45,32,7,1,0.11,40,56,73877
18,45,32,7,1,0.12,40,22,73877
19,45,32,8,1,0,40,400,73877
20,45,32,10,1,0,40,2325,73877
21,45,32,10,1,0.11,40,857,73877
22,45,32,10,1,0.12,40,1468,73877
23,45,32,11,1,0,40,2039,73877
24,45,32,11,1,0.11,40,738,73877
25,45,32,11,1,0.12,40,1301,73877
26,45,32,1,1,0,40,609,73877
27,45,32,1,1,0.11,40,285,73877
28,45,32,1,1,0.12,40,324,73877
29,45,32,2,1,0,40,403,73877
30,45,32,2,1,0.11,40,200,73877
31,45,32,2,1,0.12,40,203,73877
32,45,32,4,1,0,40,403,73877
33,45,32,4,1,0.11,40,200,73877
34,45,32,4,1,0.12,40,203,73877
35,45,32,5,1,0,40,31,73877
36,45,32,5,1,0.11,40,17,73877
37,45,32,5,1,0.12,40,14,73877
38,45,32,6,1,0,40,175,73877
39,45,32,6,1,0.11,40,68,73877
40,45,32,6,1,0.12,40,107,73877
41,45,32,7,1,0,40,31,73877
42,45,32,7,1,0.11,40,17,73877
43,45,32,7,1,0.12,40,14,73877
44,45,32,10,1,0.11,40,733,73877
45,45,32,11,1,0,40,1125,73877
46,45,32,12,1,0,40,99,73877
47,45,32,12,1,0.11,40,26,73877
48,45,32,12,1,0.12,40,73,73877
49,45,32,1,1,0,40,979,73877
50,45,32,1,1,0.11,40,294,73877
1,46,32,1,1,0,40,742,73877
2,46,32,1,1,0.11,40,376,73877
3,46,32,1,1,0.12,40,366,73877
4,46,32,2,1,0,40,475,73877
5,46,32,2,1,0.11,40,241,73877
6,46,32,2,1,0.12,40,234,73877
7,46,32,4,1,0,40,475,73877
8,46,32,4,1,0.11,40,241,73877
9,46,32,4,1,0.12,40,234,73877
10,46,32,5,1,0,40,42,73877
11,46,32,5,1,0.11,40,32,73877
12,46,32,5,1,0.12,40,10,73877
13,46,32,6,1,0,40,225,73877
14,46,32,6,1,0.11,40,103,73877
15,46,32,6,1,0.12,40,122,73877
16,46,32,7,1,0,40,78,73877
17,46,32,7,1,0.11,40,56,73877
18,46,32,7,1,0.12,40,22,73877
19,46,32,8,1,0,40,400,73877
20,46,32,10,1,0,40,2325,73877
21,46,32,10,1,0.11,40,857,73877
22,46,32,10,1,0.12,40,1468,73877
23,46,32,11,1,0,40,2039,73877
24,46,32,11,1,0.11,40,738,73877
25,46,32,11,1,0.12,40,1301,73877
26,46,32,1,1,0,40,609,73877
27,46,32,1,1,0.11,40,285,73877
28,46,32,1,1,0.12,40,324,73877
29,46,32,2,1,0,40,403,73877
30,46,32,2,1,0.11,40,200,73877
31,46,32,2,1,0.12,40,203,73877
32,46,32,4,1,0,40,403,73877
33,46,32,4,1,0.11,40,200,73877
34,46,32,4,1,0.12,40,203,73877
35,46,32,5,1,0,40,31,73877
36,46,32,5,1,0.11,40,17,73877
37,46,32,5,1,0.12,40,14,73877
38,46,32,6,1,0,40,175,73877
39,46,32,6,1,0.11,40,68,73877
40,46,32,6,1,0.12,40,107,73877
41,46,32,7,1,0,40,31,73877
42,46,32,7,1,0.11,40,17,73877
43,46,32,7,1,0.12,40,14,73877
44,46,32,10,1,0.11,40,733,73877
45,46,32,11,1,0,40,1125,73877
46,46,32,12,1,0,40,99,73877
47,46,32,12,1,0.11,40,26,73877
48,46,32,12,1,0.12,40,73,73877
49,46,32,1,1,0,40,979,73877
50,46,32,1,1,0.11,40,294,73877
1,47,32,1,1,0,40,742,73877
2,47,32,1,1,0.11,40,376,73877
3,47,32,1,1,0.12,40,366,73877
4,47,32,2,1,0,40,475,73877
5,47,32,2,1,0.11,40,241,73877
6,47,32,2,1,0.12,40,234,73877
7,47,32,4,1,0,40,475,73877
8,47,32,4,1,0.11,40,241,73877
9,47,32,4,1,0.12,40,234,73877
10,47,32,5,1,0,40,42,73877
11,47,32,5,1,0.11,40,32,73877
12,47,32,5,1,0.12,40,10,73877
13,47,32,6,1,0,40,225,73877
14,47,32,6,1,0.11,40,103,73877
15,47,32,6,1,0.12,40,122,73877
16,47,32,7,1,0,40,78,73877
17,47,32,7,1,0.11,40,56,73877
18,47,32,7,1,0.12,40,22,73877
19,47,32,8,1,0,40,400,73877
20,47,32,10,1,0,40,2325,73877
21,47,32,10,1,0.11,40,857,73877
22,47,32,10,1,0.12,40,1468,73877
23,47,32,11,1,0,40,2039,73877
24,47,32,11,1,0.11,40,738,73877
25,47,32,11,1,0.12,40,1301,73877
26,47,32,1,1,0,40,609,73877
27,47,32,1,1,0.11,40,285,73877
28,47,32,1,1,0.12,40,324,73877
29,47,32,2,1,0,40,403,73877
30,47,32,2,1,0.11,40,200,73877
31,47,32,2,1,0.12,40,203,73877
32,47,32,4,1,0,40,403,73877
33,47,32,4,1,0.11,40,200,73877
34,47,32,4,1,0.12,40,203,73877
35,47,32,5,1,0,40,31,73877
36,47,32,5,1,0.11,40,17,73877
37,47,32,5,1,0.12,40,14,73877
38,47,32,6,1,0,40,175,73877
39,47,32,6,1,0.11,40,68,73877
40,47,32,6,1,0.12,40,107,73877
41,47,32,7,1,0,40,31,73877
42,47,32,7,1,0.11,40,17,73877
43,47,32,7,1,0.12,40,14,73877
44,47,32,10,1,0.11,40,733,73877
45,47,32,11,1,0,40,1125,73877
46,47,32,12,1,0,40,99,73877
47,47,32,12,1,0.11,40,26,73877
48,47,32,12,1,0.12,40,73,73877
49,47,32,1,1,0,40,979,73877
50,47,32,1,1,0.11,40,294,73877
1,48,32,1,1,0,40,742,73877
2,48,32,1,1,0.11,40,376,73877
3,48,32,1,1,0.12,40,366,73877
4,48,32,2,1,0,40,475,73877
5,48,32,2,1,0.11,40,241,73877
6,48,32,2,1,0.12,40,234,73877
7,48,32,4,1,0,40,475,73877
8,48,32,4,1,0.11,40,241,73877
9,48,32,4,1,0.12,40,234,73877
10,48,32,5,1,0,40,42,73877
11,48,32,5,1,0.11,40,32,73877
12,48,32,5,1,0.12,40,10,73877
13,48,32,6,1,0,40,225,73877
14,48,32,6,1,0.11,40,103,73877
15,48,32,6,1,0.12,40,122,73877
16,48,32,7,1,0,40,78,73877
17,48,32,7,1,0.11,40,56,73877
18,48,32,7,1,0.12,40,22,73877
19,48,32,8,1,0,40,400,73877
20,48,32,10,1,0,40,2325,73877
21,48,32,10,1,0.11,40,857,73877
22,48,32,10,1,0.12,40,1468,73877
23,48,32,11,1,0,40,2039,73877
24,48,32,11,1,0.11,40,738,73877
25,48,32,11,1,0.12,40,1301,73877
26,48,32,1,1,0,40,609,73877
27,48,32,1,1,0.11,40,285,73877
28,48,32,1,1,0.12,40,324,73877
29,48,32,2,1,0,40,403,73877
30,48,32,2,1,0.11,40,200,73877
31,48,32,2,1,0.12,40,203,73877
32,48,32,4,1,0,40,403,73877
33,48,32,4,1,0.11,40,200,73877
34,48,32,4,1,0.12,40,203,73877
35,48,32,5,1,0,40,31,73877
36,48,32,5,1,0.11,40,17,73877
37,48,32,5,1,0.12,40,14,73877
38,48,32,6,1,0,40,175,73877
39,48,32,6,1,0.11,40,68,73877
40,48,32,6,1,0.12,40,107,73877
41,48,32,7,1,0,40,31,73877
42,48,32,7,1,0.11,40,17,73877
43,48,32,7,1,0.12,40,14,73877
44,48,32,10,1,0.11,40,733,73877
45,48,32,11,1,0,40,1125,73877
46,48,32,12,1,0,40,99,73877
47,48,32,12,1,0.11,40,26,73877
48,48,32,12,1,0.12,40,73,73877
49,48,32,1,1,0,40,979,73877
50,48,32,1,1,0.11,40,294,73877
1,49,32,1,1,0,40,742,73877
2,49,32,1,1,0.11,40,376,73877
3,49,32,1,1,0.12,40,366,73877
4,49,32,2,1,0,40,475,73877
5,49,32,2,1,0.11,40,241,73877
6,49,32,2,1,0.12,40,234,73877
7,49,32,4,1,0,40,475,73877
8,49,32,4,1,0.11,40,241,73877
9,49,32,4,1,0.12,40,234,73877
10,49,32,5,1,0,40,42,73877
11,49,32,5,1,0.11,40,32,73877
12,49,32,5,1,0.12,40,10,73877
13,49,32,6,1,0,40,225,73877
14,49,32,6,1,0.11,40,103,73877
15,49,32,6,1,0.12,40,122,73877
16,49,32,7,1,0,40,78,73877
17,49,32,7,1,0.11,40,56,73877
18,49,32,7,1,0.12,40,22,73877
19,49,32,8,1,0,40,400,73877
20,49,32,10,1,0,40,2325,73877
21,49,32,10,1,0.11,40,857,73877
22,49,32,10,1,0.12,40,1468,73877
23,49,32,11,1,0,40,2039,73877
24,49,32,11,1,0.11,40,738,73877
25,49,32,11,1,0.12,40,1301,73877
26,49,32,1,1,0,40,609,73877
27,49,32,1,1,0.11,40,285,73877
28,49,32,1,1,0.12,40,324,73877
29,49,32,2,1,0,40,403,73877
30,49,32,2,1,0.11,40,200,73877
31,49,32,2,1,0.12,40,203,73877
32,49,32,4,1,0,40,403,73877
33,49,32,4,1,0.11,40,200,73877
34,49,32,4,1,0.12,40,203,73877
35,49,32,5,1,0,40,31,73877
36,49,32,5,1,0.11,40,17,73877
37,49,32,5,1,0.12,40,14,73877
38,49,32,6,1,0,40,175,73877
39,49,32,6,1,0.11,40,68,73877
40,49,32,6,1,0.12,40,107,73877
41,49,32,7,1,0,40,31,73877
42,49,32,7,1,0.11,40,17,73877
43,49,32,7,1,0.12,40,14,73877
44,49,32,10,1,0.11,40,733,73877
45,49,32,11,1,0,40,1125,73877
46,49,32,12,1,0,40,99,73877
47,49,32,12,1,0.11,40,26,73877
48,49,32,12,1,0.12,40,73,73877
49,49,32,1,1,0,40,979,73877
50,49,32,1,1,0.11,40,294,73877
1,50,32,1,1,0,40,742,73877
2,50,32,1,1,0.11,40,376,73877
3,50,32,1,1,0.12,40,366,73877
4,50,32,2,1,0,40,475,73877
5,50,32,2,1,0.11,40,241,73877
6,50,32,2,1,0.12,40,234,73877
7,50,32,4,1,0,40,475,73877
8,50,32,4,1,0.11,40,241,73877
9,50,32,4,1,0.12,40,234,73877
10,50,32,5,1,0,40,42,73877
11,50,32,5,1,0.11,40,32,73877
12,50,32,5,1,0.12,40,10,73877
13,50,32,6,1,0,40,225,73877
14,50,32,6,1,0.11,40,103,73877
15,50,32,6,1,0.12,40,122,73877
16,50,32,7,1,0,40,78,73877
17,50,32,7,1,0.11,40,56,73877
18,50,32,7,1,0.12,40,22,73877
19,50,32,8,1,0,40,400,73877
20,50,32,10,1,0,40,2325,73877
21,50,32,10,1,0.11,40,857,73877
22,50,32,10,1,0.12,40,1468,73877
23,50,32,11,1,0,40,2039,73877
24,50,32,11,1,0.11,40,738,73877
25,50,32,11,1,0.12,40,1301,73877
26,50,32,1,1,0,40,609,73877
27,50,32,1,1,0.11,40,285,73877
28,50,32,1,1,0.12,40,324,73877
29,50,32,2,1,0,40,403,73877
30,50,32,2,1,0.11,40,200,73877
31,50,32,2,1,0.12,40,203,73877
32,50,32,4,1,0,40,403,73877
33,50,32,4,1,0.11,40,200,73877
34,50,32,4,1,0.12,40,203,73877
35,50,32,5,1,0,40,31,73877
36,50,32,5,1,0.11,40,17,73877
37,50,32,5,1,0.12,40,14,73877
38,50,32,6,1,0,40,175,73877
39,50,32,6,1,0.11,40,68,73877
40,50,32,6,1,0.12,40,107,73877
41,50,32,7,1,0,40,31,73877
42,50,32,7,1,0.11,40,17,73877
43,50,32,7,1,0.12,40,14,73877
44,50,32,10,1,0.11,40,733,73877
45,50,32,11,1,0,40,1125,73877
46,50,32,12,1,0,40,99,73877
47,50,32,12,1,0.11,40,26,73877
48,50,32,12,1,0.12,40,73,73877
49,50,32,1,1,0,40,979,73877
50,50,32,1,1,0.11,40,294,73877
1,1,33,1,1,0,40,742,150438
2,1,33,1,1,0.11,40,376,150438
3,1,33,1,1,0.12,40,366,150438
4,1,33,2,1,0,40,475,150438
5,1,33,2,1,0.11,40,241,150438
6,1,33,2,1,0.12,40,234,150438
7,1,33,4,1,0,40,475,150438
8,1,33,4,1,0.11,40,241,150438
9,1,33,4,1,0.12,40,234,150438
10,1,33,5,1,0,40,42,150438
11,1,33,5,1,0.11,40,32,150438
12,1,33,5,1,0.12,40,10,150438
13,1,33,6,1,0,40,225,150438
14,1,33,6,1,0.11,40,103,150438
15,1,33,6,1,0.12,40,122,150438
16,1,33,7,1,0,40,78,150438
17,1,33,7,1,0.11,40,56,150438
18,1,33,7,1,0.12,40,22,150438
19,1,33,8,1,0,40,400,150438
20,1,33,10,1,0,40,2325,150438
21,1,33,10,1,0.11,40,857,150438
22,1,33,10,1,0.12,40,1468,150438
23,1,33,11,1,0,40,2039,150438
24,1,33,11,1,0.11,40,738,150438
25,1,33,11,1,0.12,40,1301,150438
26,1,33,1,1,0,40,609,150438
27,1,33,1,1,0.11,40,285,150438
28,1,33,1,1,0.12,40,324,150438
29,1,33,2,1,0,40,403,150438
30,1,33,2,1,0.11,40,200,150438
31,1,33,2,1,0.12,40,203,150438
32,1,33,4,1,0,40,403,150438
33,1,33,4,1,0.11,40,200,150438
34,1,33,4,1,0.12,40,203,150438
35,1,33,5,1,0,40,31,150438
36,1,33,5,1,0.11,40,17,150438
37,1,33,5,1,0.12,40,14,150438
38,1,33,6,1,0,40,175,150438
39,1,33,6,1,0.11,40,68,150438
40,1,33,6,1,0.12,40,107,150438
41,1,33,7,1,0,40,31,150438
42,1,33,7,1,0.11,40,17,150438
43,1,33,7,1,0.12,40,14,150438
44,1,33,10,1,0.11,40,733,150438
45,1,33,11,1,0,40,1125,150438
46,1,33,12,1,0,40,99,150438
47,1,33,12,1,0.11,40,26,150438
48,1,33,12,1,0.12,40,73,150438
49,1,33,1,1,0,40,979,150438
50,1,33,1,1,0.11,40,294,150438
1,2,33,1,1,0,40,742,150438
2,2,33,1,1,0.11,40,376,150438
3,2,33,1,1,0.12,40,366,150438
4,2,33,2,1,0,40,475,150438
5,2,33,2,1,0.11,40,241,150438
6,2,33,2,1,0.12,40,234,150438
7,2,33,4,1,0,40,475,150438
8,2,33,4,1,0.11,40,241,150438
9,2,33,4,1,0.12,40,234,150438
10,2,33,5,1,0,40,42,150438
11,2,33,5,1,0.11,40,32,150438
12,2,33,5,1,0.12,40,10,150438
13,2,33,6,1,0,40,225,150438
14,2,33,6,1,0.11,40,103,150438
15,2,33,6,1,0.12,40,122,150438
16,2,33,7,1,0,40,78,150438
17,2,33,7,1,0.11,40,56,150438
18,2,33,7,1,0.12,40,22,150438
19,2,33,8,1,0,40,400,150438
20,2,33,10,1,0,40,2325,150438
21,2,33,10,1,0.11,40,857,150438
22,2,33,10,1,0.12,40,1468,150438
23,2,33,11,1,0,40,2039,150438
24,2,33,11,1,0.11,40,738,150438
25,2,33,11,1,0.12,40,1301,150438
26,2,33,1,1,0,40,609,150438
27,2,33,1,1,0.11,40,285,150438
28,2,33,1,1,0.12,40,324,150438
29,2,33,2,1,0,40,403,150438
30,2,33,2,1,0.11,40,200,150438
31,2,33,2,1,0.12,40,203,150438
32,2,33,4,1,0,40,403,150438
33,2,33,4,1,0.11,40,200,150438
34,2,33,4,1,0.12,40,203,150438
35,2,33,5,1,0,40,31,150438
36,2,33,5,1,0.11,40,17,150438
37,2,33,5,1,0.12,40,14,150438
38,2,33,6,1,0,40,175,150438
39,2,33,6,1,0.11,40,68,150438
40,2,33,6,1,0.12,40,107,150438
41,2,33,7,1,0,40,31,150438
42,2,33,7,1,0.11,40,17,150438
43,2,33,7,1,0.12,40,14,150438
44,2,33,10,1,0.11,40,733,150438
45,2,33,11,1,0,40,1125,150438
46,2,33,12,1,0,40,99,150438
47,2,33,12,1,0.11,40,26,150438
48,2,33,12,1,0.12,40,73,150438
49,2,33,1,1,0,40,979,150438
50,2,33,1,1,0.11,40,294,150438
1,3,33,1,1,0,40,742,150438
2,3,33,1,1,0.11,40,376,150438
3,3,33,1,1,0.12,40,366,150438
4,3,33,2,1,0,40,475,150438
5,3,33,2,1,0.11,40,241,150438
6,3,33,2,1,0.12,40,234,150438
7,3,33,4,1,0,40,475,150438
8,3,33,4,1,0.11,40,241,150438
9,3,33,4,1,0.12,40,234,150438
10,3,33,5,1,0,40,42,150438
11,3,33,5,1,0.11,40,32,150438
12,3,33,5,1,0.12,40,10,150438
13,3,33,6,1,0,40,225,150438
14,3,33,6,1,0.11,40,103,150438
15,3,33,6,1,0.12,40,122,150438
16,3,33,7,1,0,40,78,150438
17,3,33,7,1,0.11,40,56,150438
18,3,33,7,1,0.12,40,22,150438
19,3,33,8,1,0,40,400,150438
20,3,33,10,1,0,40,2325,150438
21,3,33,10,1,0.11,40,857,150438
22,3,33,10,1,0.12,40,1468,150438
23,3,33,11,1,0,40,2039,150438
24,3,33,11,1,0.11,40,738,150438
25,3,33,11,1,0.12,40,1301,150438
26,3,33,1,1,0,40,609,150438
27,3,33,1,1,0.11,40,285,150438
28,3,33,1,1,0.12,40,324,150438
29,3,33,2,1,0,40,403,150438
30,3,33,2,1,0.11,40,200,150438
31,3,33,2,1,0.12,40,203,150438
32,3,33,4,1,0,40,403,150438
33,3,33,4,1,0.11,40,200,150438
34,3,33,4,1,0.12,40,203,150438
35,3,33,5,1,0,40,31,150438
36,3,33,5,1,0.11,40,17,150438
37,3,33,5,1,0.12,40,14,150438
38,3,33,6,1,0,40,175,150438
39,3,33,6,1,0.11,40,68,150438
40,3,33,6,1,0.12,40,107,150438
41,3,33,7,1,0,40,31,150438
42,3,33,7,1,0.11,40,17,150438
43,3,33,7,1,0.12,40,14,150438
44,3,33,10,1,0.11,40,733,150438
45,3,33,11,1,0,40,1125,150438
46,3,33,12,1,0,40,99,150438
47,3,33,12,1,0.11,40,26,150438
48,3,33,12,1,0.12,40,73,150438
49,3,33,1,1,0,40,979,150438
50,3,33,1,1,0.11,40,294,150438
1,4,33,1,1,0,40,742,150438
2,4,33,1,1,0.11,40,376,150438
3,4,33,1,1,0.12,40,366,150438
4,4,33,2,1,0,40,475,150438
5,4,33,2,1,0.11,40,241,150438
6,4,33,2,1,0.12,40,234,150438
7,4,33,4,1,0,40,475,150438
8,4,33,4,1,0.11,40,241,150438
9,4,33,4,1,0.12,40,234,150438
10,4,33,5,1,0,40,42,150438
11,4,33,5,1,0.11,40,32,150438
12,4,33,5,1,0.12,40,10,150438
13,4,33,6,1,0,40,225,150438
14,4,33,6,1,0.11,40,103,150438
15,4,33,6,1,0.12,40,122,150438
16,4,33,7,1,0,40,78,150438
17,4,33,7,1,0.11,40,56,150438
18,4,33,7,1,0.12,40,22,150438
19,4,33,8,1,0,40,400,150438
20,4,33,10,1,0,40,2325,150438
21,4,33,10,1,0.11,40,857,150438
22,4,33,10,1,0.12,40,1468,150438
23,4,33,11,1,0,40,2039,150438
24,4,33,11,1,0.11,40,738,150438
25,4,33,11,1,0.12,40,1301,150438
26,4,33,1,1,0,40,609,150438
27,4,33,1,1,0.11,40,285,150438
28,4,33,1,1,0.12,40,324,150438
29,4,33,2,1,0,40,403,150438
30,4,33,2,1,0.11,40,200,150438
31,4,33,2,1,0.12,40,203,150438
32,4,33,4,1,0,40,403,150438
33,4,33,4,1,0.11,40,200,150438
34,4,33,4,1,0.12,40,203,150438
35,4,33,5,1,0,40,31,150438
36,4,33,5,1,0.11,40,17,150438
37,4,33,5,1,0.12,40,14,150438
38,4,33,6,1,0,40,175,150438
39,4,33,6,1,0.11,40,68,150438
40,4,33,6,1,0.12,40,107,150438
41,4,33,7,1,0,40,31,150438
42,4,33,7,1,0.11,40,17,150438
43,4,33,7,1,0.12,40,14,150438
44,4,33,10,1,0.11,40,733,150438
45,4,33,11,1,0,40,1125,150438
46,4,33,12,1,0,40,99,150438
47,4,33,12,1,0.11,40,26,150438
48,4,33,12,1,0.12,40,73,150438
49,4,33,1,1,0,40,979,150438
50,4,33,1,1,0.11,40,294,150438
1,5,33,1,1,0,40,742,150438
2,5,33,1,1,0.11,40,376,150438
3,5,33,1,1,0.12,40,366,150438
4,5,33,2,1,0,40,475,150438
5,5,33,2,1,0.11,40,241,150438
6,5,33,2,1,0.12,40,234,150438
7,5,33,4,1,0,40,475,150438
8,5,33,4,1,0.11,40,241,150438
9,5,33,4,1,0.12,40,234,150438
10,5,33,5,1,0,40,42,150438
11,5,33,5,1,0.11,40,32,150438
12,5,33,5,1,0.12,40,10,150438
13,5,33,6,1,0,40,225,150438
14,5,33,6,1,0.11,40,103,150438
15,5,33,6,1,0.12,40,122,150438
16,5,33,7,1,0,40,78,150438
17,5,33,7,1,0.11,40,56,150438
18,5,33,7,1,0.12,40,22,150438
19,5,33,8,1,0,40,400,150438
20,5,33,10,1,0,40,2325,150438
21,5,33,10,1,0.11,40,857,150438
22,5,33,10,1,0.12,40,1468,150438
23,5,33,11,1,0,40,2039,150438
24,5,33,11,1,0.11,40,738,150438
25,5,33,11,1,0.12,40,1301,150438
26,5,33,1,1,0,40,609,150438
27,5,33,1,1,0.11,40,285,150438
28,5,33,1,1,0.12,40,324,150438
29,5,33,2,1,0,40,403,150438
30,5,33,2,1,0.11,40,200,150438
31,5,33,2,1,0.12,40,203,150438
32,5,33,4,1,0,40,403,150438
33,5,33,4,1,0.11,40,200,150438
34,5,33,4,1,0.12,40,203,150438
35,5,33,5,1,0,40,31,150438
36,5,33,5,1,0.11,40,17,150438
37,5,33,5,1,0.12,40,14,150438
38,5,33,6,1,0,40,175,150438
39,5,33,6,1,0.11,40,68,150438
40,5,33,6,1,0.12,40,107,150438
41,5,33,7,1,0,40,31,150438
42,5,33,7,1,0.11,40,17,150438
43,5,33,7,1,0.12,40,14,150438
44,5,33,10,1,0.11,40,733,150438
45,5,33,11,1,0,40,1125,150438
46,5,33,12,1,0,40,99,150438
47,5,33,12,1,0.11,40,26,150438
48,5,33,12,1,0.12,40,73,150438
49,5,33,1,1,0,40,979,150438
50,5,33,1,1,0.11,40,294,150438
1,6,33,1,1,0,40,742,150438
2,6,33,1,1,0.11,40,376,150438
3,6,33,1,1,0.12,40,366,150438
4,6,33,2,1,0,40,475,150438
5,6,33,2,1,0.11,40,241,150438
6,6,33,2,1,0.12,40,234,150438
7,6,33,4,1,0,40,475,150438
8,6,33,4,1,0.11,40,241,150438
9,6,33,4,1,0.12,40,234,150438
10,6,33,5,1,0,40,42,150438
11,6,33,5,1,0.11,40,32,150438
12,6,33,5,1,0.12,40,10,150438
13,6,33,6,1,0,40,225,150438
14,6,33,6,1,0.11,40,103,150438
15,6,33,6,1,0.12,40,122,150438
16,6,33,7,1,0,40,78,150438
17,6,33,7,1,0.11,40,56,150438
18,6,33,7,1,0.12,40,22,150438
19,6,33,8,1,0,40,400,150438
20,6,33,10,1,0,40,2325,150438
21,6,33,10,1,0.11,40,857,150438
22,6,33,10,1,0.12,40,1468,150438
23,6,33,11,1,0,40,2039,150438
24,6,33,11,1,0.11,40,738,150438
25,6,33,11,1,0.12,40,1301,150438
26,6,33,1,1,0,40,609,150438
27,6,33,1,1,0.11,40,285,150438
28,6,33,1,1,0.12,40,324,150438
29,6,33,2,1,0,40,403,150438
30,6,33,2,1,0.11,40,200,150438
31,6,33,2,1,0.12,40,203,150438
32,6,33,4,1,0,40,403,150438
33,6,33,4,1,0.11,40,200,150438
34,6,33,4,1,0.12,40,203,150438
35,6,33,5,1,0,40,31,150438
36,6,33,5,1,0.11,40,17,150438
37,6,33,5,1,0.12,40,14,150438
38,6,33,6,1,0,40,175,150438
39,6,33,6,1,0.11,40,68,150438
40,6,33,6,1,0.12,40,107,150438
41,6,33,7,1,0,40,31,150438
42,6,33,7,1,0.11,40,17,150438
43,6,33,7,1,0.12,40,14,150438
44,6,33,10,1,0.11,40,733,150438
45,6,33,11,1,0,40,1125,150438
46,6,33,12,1,0,40,99,150438
47,6,33,12,1,0.11,40,26,150438
48,6,33,12,1,0.12,40,73,150438
49,6,33,1,1,0,40,979,150438
50,6,33,1,1,0.11,40,294,150438
1,7,33,1,1,0,40,742,150438
2,7,33,1,1,0.11,40,376,150438
3,7,33,1,1,0.12,40,366,150438
4,7,33,2,1,0,40,475,150438
5,7,33,2,1,0.11,40,241,150438
6,7,33,2,1,0.12,40,234,150438
7,7,33,4,1,0,40,475,150438
8,7,33,4,1,0.11,40,241,150438
9,7,33,4,1,0.12,40,234,150438
10,7,33,5,1,0,40,42,150438
11,7,33,5,1,0.11,40,32,150438
12,7,33,5,1,0.12,40,10,150438
13,7,33,6,1,0,40,225,150438
14,7,33,6,1,0.11,40,103,150438
15,7,33,6,1,0.12,40,122,150438
16,7,33,7,1,0,40,78,150438
17,7,33,7,1,0.11,40,56,150438
18,7,33,7,1,0.12,40,22,150438
19,7,33,8,1,0,40,400,150438
20,7,33,10,1,0,40,2325,150438
21,7,33,10,1,0.11,40,857,150438
22,7,33,10,1,0.12,40,1468,150438
23,7,33,11,1,0,40,2039,150438
24,7,33,11,1,0.11,40,738,150438
25,7,33,11,1,0.12,40,1301,150438
26,7,33,1,1,0,40,609,150438
27,7,33,1,1,0.11,40,285,150438
28,7,33,1,1,0.12,40,324,150438
29,7,33,2,1,0,40,403,150438
30,7,33,2,1,0.11,40,200,150438
31,7,33,2,1,0.12,40,203,150438
32,7,33,4,1,0,40,403,150438
33,7,33,4,1,0.11,40,200,150438
34,7,33,4,1,0.12,40,203,150438
35,7,33,5,1,0,40,31,150438
36,7,33,5,1,0.11,40,17,150438
37,7,33,5,1,0.12,40,14,150438
38,7,33,6,1,0,40,175,150438
39,7,33,6,1,0.11,40,68,150438
40,7,33,6,1,0.12,40,107,150438
41,7,33,7,1,0,40,31,150438
42,7,33,7,1,0.11,40,17,150438
43,7,33,7,1,0.12,40,14,150438
44,7,33,10,1,0.11,40,733,150438
45,7,33,11,1,0,40,1125,150438
46,7,33,12,1,0,40,99,150438
47,7,33,12,1,0.11,40,26,150438
48,7,33,12,1,0.12,40,73,150438
49,7,33,1,1,0,40,979,150438
50,7,33,1,1,0.11,40,294,150438
1,8,33,1,1,0,40,742,150438
2,8,33,1,1,0.11,40,376,150438
3,8,33,1,1,0.12,40,366,150438
4,8,33,2,1,0,40,475,150438
5,8,33,2,1,0.11,40,241,150438
6,8,33,2,1,0.12,40,234,150438
7,8,33,4,1,0,40,475,150438
8,8,33,4,1,0.11,40,241,150438
9,8,33,4,1,0.12,40,234,150438
10,8,33,5,1,0,40,42,150438
11,8,33,5,1,0.11,40,32,150438
12,8,33,5,1,0.12,40,10,150438
13,8,33,6,1,0,40,225,150438
14,8,33,6,1,0.11,40,103,150438
15,8,33,6,1,0.12,40,122,150438
16,8,33,7,1,0,40,78,150438
17,8,33,7,1,0.11,40,56,150438
18,8,33,7,1,0.12,40,22,150438
19,8,33,8,1,0,40,400,150438
20,8,33,10,1,0,40,2325,150438
21,8,33,10,1,0.11,40,857,150438
22,8,33,10,1,0.12,40,1468,150438
23,8,33,11,1,0,40,2039,150438
24,8,33,11,1,0.11,40,738,150438
25,8,33,11,1,0.12,40,1301,150438
26,8,33,1,1,0,40,609,150438
27,8,33,1,1,0.11,40,285,150438
28,8,33,1,1,0.12,40,324,150438
29,8,33,2,1,0,40,403,150438
30,8,33,2,1,0.11,40,200,150438
31,8,33,2,1,0.12,40,203,150438
32,8,33,4,1,0,40,403,150438
33,8,33,4,1,0.11,40,200,150438
34,8,33,4,1,0.12,40,203,150438
35,8,33,5,1,0,40,31,150438
36,8,33,5,1,0.11,40,17,150438
37,8,33,5,1,0.12,40,14,150438
38,8,33,6,1,0,40,175,150438
39,8,33,6,1,0.11,40,68,150438
40,8,33,6,1,0.12,40,107,150438
41,8,33,7,1,0,40,31,150438
42,8,33,7,1,0.11,40,17,150438
43,8,33,7,1,0.12,40,14,150438
44,8,33,10,1,0.11,40,733,150438
