"nom","annref","canton","canton_mod","canton_lib","ra_3010_dim2","ra_3010_dim2_mod","ra_3010_dim2_lib","ra_3010_dim3","ra_3010_dim3_mod","ra_3010_dim3_lib","n118","n118_mod","n118_lib","n027","n027_mod","n027_lib","valeur","qualite"
"ra_3010",2003,"canton","2a02","bastelica","cheptel",12,"truies reproductrices de 50 kg ou plus","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.11,"petites exploitations","groupe d'indicateurs",40,"cheptel",141,"oui"
"ra_3010",2003,"canton","2a02","bastelica","cheptel",12,"truies reproductrices de 50 kg ou plus","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.12,"moyennes et grandes exploitations","groupe d'indicateurs",40,"cheptel",159,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",1,"total bovins","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0,"ensemble des exploitations (hors pacages collectifs)","groupe d'indicateurs",40,"cheptel",1086,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",1,"total bovins","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.11,"petites exploitations","groupe d'indicateurs",40,"cheptel",327,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",1,"total bovins","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.12,"moyennes et grandes exploitations","groupe d'indicateurs",40,"cheptel",759,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",2,"total vaches","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.11,"petites exploitations","groupe d'indicateurs",40,"cheptel",210,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",4,"vaches allaitantes","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0,"ensemble des exploitations (hors pacages collectifs)","groupe d'indicateurs",40,"cheptel",677,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",4,"vaches allaitantes","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.11,"petites exploitations","groupe d'indicateurs",40,"cheptel",210,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",4,"vaches allaitantes","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.12,"moyennes et grandes exploitations","groupe d'indicateurs",40,"cheptel",467,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",5,"bovins d'un an ou plus","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0.12,"moyennes et grandes exploitations","groupe d'indicateurs",40,"cheptel",73,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",6,"bovins de moins d'un an","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0,"ensemble des exploitations (hors pacages collectifs)","groupe d'indicateurs",40,"cheptel",298,"oui"
"ra_3010",2003,"canton","2a06","celavo-mezzana","cheptel",7,"total equides","taille du troupeau",1,"ensemble","classe d'importance de l'exploitation",0,"ensemble des exploitations (hors pacages collectifs)","groupe d'indicateurs",40,"cheptel",114,"oui"
