"ANNREF","CANTON","CANTON_MOD","CANTON_LIB","RA_3010_DIM2","RA_3010_DIM2_MOD","RA_3010_DIM2_LIB","RA_3010_DIM3","RA_3010_DIM3_MOD","RA_3010_DIM3_LIB","N118","N118_MOD","N118_LIB","N027","N027_MOD","N027_LIB","VALEUR","QUALITE","�..NOM"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B14","Alto-di-Casaconi","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",11,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",499,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",11,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",307,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",32,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",3,"Vaches laitières","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
